user_ID,stimuli_ID,stimuli_file,rating_type,rating,timestamp
1,94,p19_GENERATOR5.mp4,range_Quality,3,2024-10-08 14:51:39 040042
1,94,p19_GENERATOR5.mp4,range_prompt_matching,3,2024-10-08 14:51:39 040042
1,12,p03_GENERATOR3.mp4,range_Appeal,4,2024-10-08 14:52:00 894299
1,12,p03_GENERATOR3.mp4,range_Realism,3,2024-10-08 14:52:00 894299
1,12,p03_GENERATOR3.mp4,range_Quality,3,2024-10-08 14:52:00 894299
1,12,p03_GENERATOR3.mp4,range_prompt_matching,5,2024-10-08 14:52:00 894299
1,129,p26_GENERATOR5.mp4,range_Appeal,4,2024-10-08 14:52:47 679991
1,129,p26_GENERATOR5.mp4,range_Realism,4,2024-10-08 14:52:47 679991
1,129,p26_GENERATOR5.mp4,range_Quality,4,2024-10-08 14:52:47 679991
1,129,p26_GENERATOR5.mp4,range_prompt_matching,5,2024-10-08 14:52:47 679991
1,99,p20_GENERATOR5.mp4,range_Appeal,4,2024-10-08 14:53:20 216326
1,99,p20_GENERATOR5.mp4,range_Realism,4,2024-10-08 14:53:20 216326
1,99,p20_GENERATOR5.mp4,range_Quality,3,2024-10-08 14:53:20 216326
1,99,p20_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 14:53:20 216326
1,122,p25_GENERATOR3.mp4,range_Appeal,4,2024-10-08 14:53:52 852091
1,122,p25_GENERATOR3.mp4,range_Realism,2,2024-10-08 14:53:52 852091
1,122,p25_GENERATOR3.mp4,range_Quality,2,2024-10-08 14:53:52 852091
1,122,p25_GENERATOR3.mp4,range_prompt_matching,4,2024-10-08 14:53:52 852091
1,105,p22_GENERATOR1.mp4,range_Appeal,4,2024-10-08 14:54:38 857616
1,105,p22_GENERATOR1.mp4,range_Realism,4,2024-10-08 14:54:38 857616
1,105,p22_GENERATOR1.mp4,range_Quality,3,2024-10-08 14:54:38 857616
1,105,p22_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 14:54:38 857616
1,77,p16_GENERATOR3.mp4,range_Appeal,4,2024-10-08 14:55:29 915990
1,77,p16_GENERATOR3.mp4,range_Realism,2,2024-10-08 14:55:29 915990
1,77,p16_GENERATOR3.mp4,range_Quality,2,2024-10-08 14:55:29 915990
1,77,p16_GENERATOR3.mp4,range_prompt_matching,2,2024-10-08 14:55:29 915990
1,39,p08_GENERATOR5.mp4,range_Appeal,2,2024-10-08 14:56:11 481969
1,39,p08_GENERATOR5.mp4,range_Realism,2,2024-10-08 14:56:11 481969
1,39,p08_GENERATOR5.mp4,range_Quality,2,2024-10-08 14:56:11 481969
1,39,p08_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 14:56:11 481969
1,130,p27_GENERATOR1.mp4,range_Appeal,4,2024-10-08 14:56:34 834011
1,130,p27_GENERATOR1.mp4,range_Realism,3,2024-10-08 14:56:34 834011
1,130,p27_GENERATOR1.mp4,range_Quality,3,2024-10-08 14:56:34 834011
1,130,p27_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 14:56:34 834011
1,15,p04_GENERATOR1.mp4,range_Appeal,3,2024-10-08 14:57:01 107830
1,15,p04_GENERATOR1.mp4,range_Realism,2,2024-10-08 14:57:01 107830
1,15,p04_GENERATOR1.mp4,range_Quality,2,2024-10-08 14:57:01 107830
1,15,p04_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 14:57:01 107830
1,72,p15_GENERATOR3.mp4,range_Appeal,4,2024-10-08 14:57:41 379856
1,72,p15_GENERATOR3.mp4,range_Realism,3,2024-10-08 14:57:41 379856
1,72,p15_GENERATOR3.mp4,range_Quality,2,2024-10-08 14:57:41 379856
1,72,p15_GENERATOR3.mp4,range_prompt_matching,4,2024-10-08 14:57:41 379856
1,5,p02_GENERATOR1.mp4,range_Appeal,4,2024-10-08 14:58:03 561207
1,5,p02_GENERATOR1.mp4,range_Realism,4,2024-10-08 14:58:03 561207
1,5,p02_GENERATOR1.mp4,range_Quality,3,2024-10-08 14:58:03 561207
1,5,p02_GENERATOR1.mp4,range_prompt_matching,3,2024-10-08 14:58:03 561207
1,60,p13_GENERATOR1.mp4,range_Appeal,2,2024-10-08 14:58:22 535627
1,60,p13_GENERATOR1.mp4,range_Realism,3,2024-10-08 14:58:22 535627
1,60,p13_GENERATOR1.mp4,range_Quality,2,2024-10-08 14:58:22 535627
1,60,p13_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 14:58:22 535627
1,40,p09_GENERATOR1.mp4,range_Appeal,3,2024-10-08 14:58:55 745978
1,40,p09_GENERATOR1.mp4,range_Realism,2,2024-10-08 14:58:55 745978
1,40,p09_GENERATOR1.mp4,range_Quality,2,2024-10-08 14:58:55 745978
1,40,p09_GENERATOR1.mp4,range_prompt_matching,3,2024-10-08 14:58:55 745978
1,115,p24_GENERATOR1.mp4,range_Appeal,4,2024-10-08 14:59:23 937439
1,115,p24_GENERATOR1.mp4,range_Realism,3,2024-10-08 14:59:23 937439
1,115,p24_GENERATOR1.mp4,range_Quality,3,2024-10-08 14:59:23 937439
1,115,p24_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 14:59:23 937439
1,132,p27_GENERATOR3.mp4,range_Appeal,3,2024-10-08 14:59:45 619104
1,132,p27_GENERATOR3.mp4,range_Realism,2,2024-10-08 14:59:45 619104
1,132,p27_GENERATOR3.mp4,range_Quality,3,2024-10-08 14:59:45 619104
1,132,p27_GENERATOR3.mp4,range_prompt_matching,3,2024-10-08 14:59:45 619104
1,4,p01_GENERATOR5.mp4,range_Appeal,3,2024-10-08 15:00:05 867281
1,4,p01_GENERATOR5.mp4,range_Realism,2,2024-10-08 15:00:05 867281
1,4,p01_GENERATOR5.mp4,range_Quality,2,2024-10-08 15:00:05 867281
1,4,p01_GENERATOR5.mp4,range_prompt_matching,3,2024-10-08 15:00:05 867281
1,133,p27_GENERATOR4.webm,range_Appeal,2,2024-10-08 15:00:24 619241
1,133,p27_GENERATOR4.webm,range_Realism,2,2024-10-08 15:00:24 619241
1,133,p27_GENERATOR4.webm,range_Quality,2,2024-10-08 15:00:24 619241
1,133,p27_GENERATOR4.webm,range_prompt_matching,4,2024-10-08 15:00:24 619241
1,139,p28_GENERATOR5.mp4,range_Appeal,4,2024-10-08 15:00:55 277042
1,139,p28_GENERATOR5.mp4,range_Realism,4,2024-10-08 15:00:55 277042
1,139,p28_GENERATOR5.mp4,range_Quality,2,2024-10-08 15:00:55 277042
1,139,p28_GENERATOR5.mp4,range_prompt_matching,3,2024-10-08 15:00:55 277042
1,123,p25_GENERATOR4.webm,range_Appeal,2,2024-10-08 15:01:30 754837
1,123,p25_GENERATOR4.webm,range_Realism,2,2024-10-08 15:01:30 754837
1,123,p25_GENERATOR4.webm,range_Quality,2,2024-10-08 15:01:30 754837
1,123,p25_GENERATOR4.webm,range_prompt_matching,3,2024-10-08 15:01:30 754837
1,73,p15_GENERATOR4.webm,range_Appeal,4,2024-10-08 15:01:58 676307
1,73,p15_GENERATOR4.webm,range_Realism,3,2024-10-08 15:01:58 676307
1,73,p15_GENERATOR4.webm,range_Quality,2,2024-10-08 15:01:58 676307
1,73,p15_GENERATOR4.webm,range_prompt_matching,4,2024-10-08 15:01:58 676307
1,63,p13_GENERATOR4.webm,range_Appeal,3,2024-10-08 15:02:53 284254
1,63,p13_GENERATOR4.webm,range_Realism,2,2024-10-08 15:02:53 284254
1,63,p13_GENERATOR4.webm,range_Quality,2,2024-10-08 15:02:53 284254
1,63,p13_GENERATOR4.webm,range_prompt_matching,4,2024-10-08 15:02:53 284254
1,137,p28_GENERATOR3.mp4,range_Appeal,4,2024-10-08 15:03:24 909998
1,137,p28_GENERATOR3.mp4,range_Realism,4,2024-10-08 15:03:24 909998
1,137,p28_GENERATOR3.mp4,range_Quality,3,2024-10-08 15:03:24 909998
1,137,p28_GENERATOR3.mp4,range_prompt_matching,4,2024-10-08 15:03:24 909998
1,142,p29_GENERATOR3.mp4,range_Appeal,3,2024-10-08 15:04:05 597800
1,142,p29_GENERATOR3.mp4,range_Realism,1,2024-10-08 15:04:05 597800
1,142,p29_GENERATOR3.mp4,range_Quality,2,2024-10-08 15:04:05 597800
1,142,p29_GENERATOR3.mp4,range_prompt_matching,3,2024-10-08 15:04:05 597800
1,17,p04_GENERATOR3.mp4,range_Appeal,3,2024-10-08 15:04:45 710195
1,17,p04_GENERATOR3.mp4,range_Realism,2,2024-10-08 15:04:45 710195
1,17,p04_GENERATOR3.mp4,range_Quality,2,2024-10-08 15:04:45 710195
1,17,p04_GENERATOR3.mp4,range_prompt_matching,1,2024-10-08 15:04:45 710195
1,127,p26_GENERATOR3.mp4,range_Appeal,4,2024-10-08 15:05:16 031407
1,127,p26_GENERATOR3.mp4,range_Realism,5,2024-10-08 15:05:16 031407
1,127,p26_GENERATOR3.mp4,range_Quality,4,2024-10-08 15:05:16 031407
1,127,p26_GENERATOR3.mp4,range_prompt_matching,5,2024-10-08 15:05:16 031407
1,21,p05_GENERATOR2.webm,range_Appeal,2,2024-10-08 15:05:36 244577
1,21,p05_GENERATOR2.webm,range_Realism,3,2024-10-08 15:05:36 244577
1,21,p05_GENERATOR2.webm,range_Quality,2,2024-10-08 15:05:36 244577
1,21,p05_GENERATOR2.webm,range_prompt_matching,3,2024-10-08 15:05:36 244577
1,93,p19_GENERATOR4.webm,range_Appeal,3,2024-10-08 15:06:03 172839
1,93,p19_GENERATOR4.webm,range_Realism,2,2024-10-08 15:06:03 172839
1,93,p19_GENERATOR4.webm,range_Quality,4,2024-10-08 15:06:03 172839
1,93,p19_GENERATOR4.webm,range_prompt_matching,3,2024-10-08 15:06:03 172839
1,92,p19_GENERATOR3.mp4,range_Appeal,3,2024-10-08 15:06:35 806221
1,92,p19_GENERATOR3.mp4,range_Realism,2,2024-10-08 15:06:35 806221
1,92,p19_GENERATOR3.mp4,range_Quality,3,2024-10-08 15:06:35 806221
1,92,p19_GENERATOR3.mp4,range_prompt_matching,2,2024-10-08 15:06:35 806221
1,3,p01_GENERATOR4.webm,range_Appeal,2,2024-10-08 15:07:01 798651
1,3,p01_GENERATOR4.webm,range_Realism,3,2024-10-08 15:07:01 798651
1,3,p01_GENERATOR4.webm,range_Quality,2,2024-10-08 15:07:01 798651
1,3,p01_GENERATOR4.webm,range_prompt_matching,5,2024-10-08 15:07:01 798651
1,0,p01_GENERATOR1.mp4,range_Appeal,4,2024-10-08 15:07:26 815581
1,0,p01_GENERATOR1.mp4,range_Realism,3,2024-10-08 15:07:26 815581
1,0,p01_GENERATOR1.mp4,range_Quality,3,2024-10-08 15:07:26 815581
1,0,p01_GENERATOR1.mp4,range_prompt_matching,5,2024-10-08 15:07:26 815581
1,48,p10_GENERATOR4.webm,range_Appeal,3,2024-10-08 15:08:00 446412
1,48,p10_GENERATOR4.webm,range_Realism,3,2024-10-08 15:08:00 446412
1,48,p10_GENERATOR4.webm,range_Quality,2,2024-10-08 15:08:00 446412
1,48,p10_GENERATOR4.webm,range_prompt_matching,3,2024-10-08 15:08:00 446412
1,59,p12_GENERATOR5.mp4,range_Appeal,3,2024-10-08 15:08:32 820292
1,59,p12_GENERATOR5.mp4,range_Realism,2,2024-10-08 15:08:32 820292
1,59,p12_GENERATOR5.mp4,range_Quality,1,2024-10-08 15:08:32 820292
1,59,p12_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 15:08:32 820292
1,13,p03_GENERATOR4.webm,range_Appeal,3,2024-10-08 15:08:46 392467
1,13,p03_GENERATOR4.webm,range_Realism,3,2024-10-08 15:08:46 392467
1,13,p03_GENERATOR4.webm,range_Quality,2,2024-10-08 15:08:46 392467
1,13,p03_GENERATOR4.webm,range_prompt_matching,5,2024-10-08 15:08:46 392467
1,56,p12_GENERATOR2.webm,range_Appeal,1,2024-10-08 15:09:12 006747
1,56,p12_GENERATOR2.webm,range_Realism,1,2024-10-08 15:09:12 006747
1,56,p12_GENERATOR2.webm,range_Quality,1,2024-10-08 15:09:12 006747
1,56,p12_GENERATOR2.webm,range_prompt_matching,2,2024-10-08 15:09:12 006747
1,85,p18_GENERATOR1.mp4,range_Appeal,3,2024-10-08 15:09:44 839286
1,85,p18_GENERATOR1.mp4,range_Realism,2,2024-10-08 15:09:44 839286
1,85,p18_GENERATOR1.mp4,range_Quality,2,2024-10-08 15:09:44 839286
1,85,p18_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 15:09:44 839286
1,83,p17_GENERATOR4.webm,range_Appeal,3,2024-10-08 15:10:09 158260
1,83,p17_GENERATOR4.webm,range_Realism,3,2024-10-08 15:10:09 158260
1,83,p17_GENERATOR4.webm,range_Quality,2,2024-10-08 15:10:09 158260
1,83,p17_GENERATOR4.webm,range_prompt_matching,4,2024-10-08 15:10:09 158260
1,41,p09_GENERATOR2.webm,range_Appeal,2,2024-10-08 15:10:41 345050
1,41,p09_GENERATOR2.webm,range_Realism,2,2024-10-08 15:10:41 345050
1,41,p09_GENERATOR2.webm,range_Quality,2,2024-10-08 15:10:41 345050
1,41,p09_GENERATOR2.webm,range_prompt_matching,3,2024-10-08 15:10:41 345050
1,34,p07_GENERATOR5.mp4,range_Appeal,5,2024-10-08 15:11:12 362318
1,34,p07_GENERATOR5.mp4,range_Realism,4,2024-10-08 15:11:12 362318
1,34,p07_GENERATOR5.mp4,range_Quality,4,2024-10-08 15:11:12 362318
1,34,p07_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 15:11:12 362318
1,84,p17_GENERATOR5.mp4,range_Appeal,4,2024-10-08 15:11:54 289088
1,84,p17_GENERATOR5.mp4,range_Realism,3,2024-10-08 15:11:54 289088
1,84,p17_GENERATOR5.mp4,range_Quality,3,2024-10-08 15:11:54 289088
1,84,p17_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 15:11:54 289088
1,81,p17_GENERATOR2.webm,range_Appeal,2,2024-10-08 15:12:17 031707
1,81,p17_GENERATOR2.webm,range_Realism,2,2024-10-08 15:12:17 031707
1,81,p17_GENERATOR2.webm,range_Quality,2,2024-10-08 15:12:17 031707
1,81,p17_GENERATOR2.webm,range_prompt_matching,2,2024-10-08 15:12:17 031707
1,14,p03_GENERATOR5.mp4,range_Appeal,3,2024-10-08 15:12:51 808504
1,14,p03_GENERATOR5.mp4,range_Realism,2,2024-10-08 15:12:51 808504
1,14,p03_GENERATOR5.mp4,range_Quality,2,2024-10-08 15:12:51 808504
1,14,p03_GENERATOR5.mp4,range_prompt_matching,5,2024-10-08 15:12:51 808504
1,148,p30_GENERATOR4.webm,range_Appeal,3,2024-10-08 15:13:10 480918
1,148,p30_GENERATOR4.webm,range_Realism,2,2024-10-08 15:13:10 480918
1,148,p30_GENERATOR4.webm,range_Quality,2,2024-10-08 15:13:10 480918
1,148,p30_GENERATOR4.webm,range_prompt_matching,4,2024-10-08 15:13:10 480918
1,101,p21_GENERATOR2.webm,range_Appeal,2,2024-10-08 15:13:39 242448
1,101,p21_GENERATOR2.webm,range_Realism,3,2024-10-08 15:13:39 242448
1,101,p21_GENERATOR2.webm,range_Quality,2,2024-10-08 15:13:39 242448
1,101,p21_GENERATOR2.webm,range_prompt_matching,5,2024-10-08 15:13:39 242448
1,74,p15_GENERATOR5.mp4,range_Appeal,4,2024-10-08 15:14:03 376321
1,74,p15_GENERATOR5.mp4,range_Realism,3,2024-10-08 15:14:03 376321
1,74,p15_GENERATOR5.mp4,range_Quality,3,2024-10-08 15:14:03 376321
1,74,p15_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 15:14:03 376321
1,29,p06_GENERATOR5.mp4,range_Appeal,4,2024-10-08 15:14:33 018847
1,29,p06_GENERATOR5.mp4,range_Realism,4,2024-10-08 15:14:33 018847
1,29,p06_GENERATOR5.mp4,range_Quality,3,2024-10-08 15:14:33 018847
1,29,p06_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 15:14:33 018847
1,55,p12_GENERATOR1.mp4,range_Appeal,3,2024-10-08 15:15:07 065526
1,55,p12_GENERATOR1.mp4,range_Realism,2,2024-10-08 15:15:07 065526
1,55,p12_GENERATOR1.mp4,range_Quality,3,2024-10-08 15:15:07 065526
1,55,p12_GENERATOR1.mp4,range_prompt_matching,4,2024-10-08 15:15:07 065526
1,20,p05_GENERATOR1.mp4,range_Appeal,3,2024-10-08 15:15:36 625654
1,20,p05_GENERATOR1.mp4,range_Realism,1,2024-10-08 15:15:36 625654
1,20,p05_GENERATOR1.mp4,range_Quality,2,2024-10-08 15:15:36 625654
1,20,p05_GENERATOR1.mp4,range_prompt_matching,3,2024-10-08 15:15:36 625654
1,31,p07_GENERATOR2.webm,range_Appeal,2,2024-10-08 15:16:15 080547
1,31,p07_GENERATOR2.webm,range_Realism,2,2024-10-08 15:16:15 080547
1,31,p07_GENERATOR2.webm,range_Quality,2,2024-10-08 15:16:15 080547
1,31,p07_GENERATOR2.webm,range_prompt_matching,2,2024-10-08 15:16:15 080547
1,67,p14_GENERATOR3.mp4,range_Appeal,3,2024-10-08 15:16:54 064924
1,67,p14_GENERATOR3.mp4,range_Realism,2,2024-10-08 15:16:54 064924
1,67,p14_GENERATOR3.mp4,range_Quality,4,2024-10-08 15:16:54 064924
1,67,p14_GENERATOR3.mp4,range_prompt_matching,3,2024-10-08 15:16:54 064924
1,124,p25_GENERATOR5.mp4,range_Appeal,2,2024-10-08 15:17:11 833992
1,124,p25_GENERATOR5.mp4,range_Realism,3,2024-10-08 15:17:11 833992
1,124,p25_GENERATOR5.mp4,range_Quality,2,2024-10-08 15:17:11 833992
1,124,p25_GENERATOR5.mp4,range_prompt_matching,4,2024-10-08 15:17:11 833992
1,49,p10_GENERATOR5.mp4,range_Appeal,3,2024-10-08 15:17:47 362213
1,49,p10_GENERATOR5.mp4,range_Realism,3,2024-10-08 15:17:47 362213
1,49,p10_GENERATOR5.mp4,range_Quality,2,2024-10-08 15:17:47 362213
1,49,p10_GENERATOR5.mp4,range_prompt_matching,3,2024-10-08 15:17:47 362213
1,36,p08_GENERATOR2.webm,range_Appeal,2,2024-10-08 15:18:12 249916
1,36,p08_GENERATOR2.webm,range_Realism,2,2024-10-08 15:18:12 249916
1,36,p08_GENERATOR2.webm,range_Quality,3,2024-10-08 15:18:12 249916
1,36,p08_GENERATOR2.webm,range_prompt_matching,2,2024-10-08 15:18:12 249916
1,82,p17_GENERATOR3.mp4,range_Appeal,4,2024-10-08 15:18:38 276156
1,82,p17_GENERATOR3.mp4,range_Realism,2,2024-10-08 15:18:38 276156
1,82,p17_GENERATOR3.mp4,range_Quality,3,2024-10-08 15:18:38 276156
1,82,p17_GENERATOR3.mp4,range_prompt_matching,3,2024-10-08 15:18:38 276156
1,147,p30_GENERATOR3.mp4,range_Appeal,3,2024-10-08 15:19:06 706768
1,147,p30_GENERATOR3.mp4,range_Realism,3,2024-10-08 15:19:06 706768
1,147,p30_GENERATOR3.mp4,range_Quality,2,2024-10-08 15:19:06 706768
1,147,p30_GENERATOR3.mp4,range_prompt_matching,5,2024-10-08 15:19:06 706768
1,100,p21_GENERATOR1.mp4,range_Appeal,3,2024-10-08 15:19:49 418419
1,100,p21_GENERATOR1.mp4,range_Realism,2,2024-10-08 15:19:49 418419
1,100,p21_GENERATOR1.mp4,range_Quality,2,2024-10-08 15:19:49 418419
1,100,p21_GENERATOR1.mp4,range_prompt_matching,3,2024-10-08 15:19:49 418419
1,58,p12_GENERATOR4.webm,range_Appeal,2,2024-10-08 15:20:11 202471
1,58,p12_GENERATOR4.webm,range_Realism,2,2024-10-08 15:20:11 202471
1,58,p12_GENERATOR4.webm,range_Quality,2,2024-10-08 15:20:11 202471
1,58,p12_GENERATOR4.webm,range_prompt_matching,4,2024-10-08 15:20:11 202471
1,98,p20_GENERATOR4.webm,range_Appeal,2,2024-10-08 15:20:39 653209
1,98,p20_GENERATOR4.webm,range_Realism,2,2024-10-08 15:20:39 653209
1,98,p20_GENERATOR4.webm,range_Quality,1,2024-10-08 15:20:39 653209
1,98,p20_GENERATOR4.webm,range_prompt_matching,3,2024-10-08 15:20:39 653209
1,78,p16_GENERATOR4.webm,range_Appeal,2,2024-10-08 15:21:22 292262
1,78,p16_GENERATOR4.webm,range_Realism,2,2024-10-08 15:21:22 292262
1,78,p16_GENERATOR4.webm,range_Quality,2,2024-10-08 15:21:22 292262
1,78,p16_GENERATOR4.webm,range_prompt_matching,3,2024-10-08 15:21:22 292262
1,25,p06_GENERATOR1.mp4,range_Appeal,3,2024-10-08 15:22:05 347079
1,25,p06_GENERATOR1.mp4,range_Realism,3,2024-10-08 15:22:05 347079
1,25,p06_GENERATOR1.mp4,range_Quality,4,2024-10-08 15:22:05 347079
1,25,p06_GENERATOR1.mp4,range_prompt_matching,3,2024-10-08 15:22:05 347079
1,80,p17_GENERATOR1.mp4,range_Appeal,3,2024-10-08 15:22:19 813377
1,80,p17_GENERATOR1.mp4,range_Realism,3,2024-10-08 15:22:19 813377
1,80,p17_GENERATOR1.mp4,range_Quality,2,2024-10-08 15:22:19 813377
